100,0.7465462274176408,0.9112646121147715,0.9776833156216791
200,0.740701381509033,0.8926673751328374,0.9643995749202976
300,0.7502656748140276,0.905951115834219,0.9686503719447397
400,0.7555791710945803,0.9128586609989373,0.9766206163655685
500,0.7656748140276302,0.922422954303932,0.9829968119022316
600,0.7778958554729012,0.9176408076514346,0.9739638682252922
700,0.7741764080765143,0.9202975557917109,0.9808714133900106
800,0.7842720510095643,0.9277364505844846,0.9814027630180658
900,0.7885228480340064,0.9325185972369819,0.9829968119022316
1000,0.769394261424017,0.9250797024442083,0.9835281615302869
1100,0.7842720510095643,0.9250797024442083,0.9814027630180658
1200,0.7890541976620616,0.9287991498405951,0.9819341126461212
1300,0.78586609989373,0.9314558979808714,0.9829968119022316
1400,0.8044633368756642,0.9399574920297555,0.9851222104144527
1500,0.7943676939426142,0.9303931987247609,0.9787460148777896
1600,0.8193411264612115,0.9426142401700319,0.9814027630180658
1700,0.8076514346439958,0.9436769394261424,0.9835281615302869
1800,0.7991498405951116,0.9303931987247609,0.9829968119022316
1900,0.8071200850159405,0.9436769394261424,0.9835281615302869
2000,0.808182784272051,0.9473963868225292,0.9883103081827843
2100,0.793836344314559,0.9404888416578109,0.9861849096705633
2200,0.7991498405951116,0.9399574920297555,0.9856535600425079
2300,0.8278427205100957,0.9505844845908608,0.9851222104144527
